Office name: Admin
6:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
6:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
11:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
11:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
12:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
12:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
2:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
2:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
3:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
3:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
4:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
4:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
5:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
5:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
6:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
6:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
11:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
Office name: SSM
6:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
6:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
11:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
11:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
12:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
12:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
2:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
2:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
3:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
3:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
4:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
4:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
5:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
5:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
6:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
6:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
9:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
10:30pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
11:00pm	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
Office name: CPCOM140
6:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
6:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
7:30am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
8:00am	 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
